MSZoning,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenonbvGr,KitchenQual,TotRmsAbvGrd,Functiononl,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,price
RL,9768,Pave,non,Reg,Lvl,Inside,Gtl,5,5,1955,1955,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,100,ALQ,247,613,960,GasA,Gd,Y,SBrkr,960,0,0,960,1,0,1,0,2,1,TA,5,Typ,0,non,Attchd,1955,RFn,1,330,TA,TA,0,70,0,0,0,0,non,MnPrv,non,0,2,2009,WD,162106.416145131
RL,9900,Pave,non,Reg,Lvl,Inside,Gtl,6,5,1967,1967,Gable,CompShg,BrkComm,Brk Cmn,None,0,Gd,TA,CBlock,TA,TA,No,Rec,1173,Unf,0,507,1680,GasA,TA,Y,SBrkr,1691,0,0,1691,1,0,1,0,2,1,TA,5,Typ,0,non,Attchd,1967,Unf,2,550,Gd,TA,0,67,260,0,0,0,non,MnPrv,non,0,4,2009,WD,164575.982314367
RL,10573,Pave,non,IR1,Lvl,Corner,Gtl,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3,TA,TA,CBlock,TA,TA,No,Rec,1312,Unf,0,141,1453,GasA,Ex,Y,SBrkr,1453,0,0,1453,1,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1961,RFn,2,530,TA,TA,0,49,0,0,288,0,non,GdPrv,non,0,4,2009,WD,179176.352180931
RL,14695,Pave,non,IR1,Lvl,Inside,Gtl,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,210,TA,Gd,CBlock,TA,TA,No,ALQ,1387,Unf,0,175,1562,GasA,Gd,Y,SBrkr,1567,0,0,1567,1,0,2,0,2,1,Gd,5,Typ,2,Gd,Attchd,1966,Unf,2,542,TA,TA,0,110,0,0,342,0,non,GdWo,non,0,7,2009,WD,177327.403857584
RL,8760,Pave,non,Reg,Lvl,Inside,Gtl,5,7,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,164,Gd,TA,CBlock,TA,TA,No,ALQ,856,Unf,0,313,1169,GasA,TA,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,0,non,Attchd,1956,RFn,1,286,TA,TA,257,0,0,0,0,0,non,non,non,0,6,2009,WD,177818.083761781
RL,12285,Pave,non,IR1,Lvl,Inside,Gtl,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128,TA,TA,CBlock,TA,TA,No,BLQ,544,Unf,0,785,1329,GasA,Gd,Y,SBrkr,1329,0,0,1329,0,0,1,1,3,1,TA,5,Typ,2,Gd,Attchd,1960,Unf,2,441,TA,TA,0,0,203,0,0,0,non,non,non,0,8,2009,WD,186965.204048443
RL,9240,Pave,non,IR1,Lvl,Inside,Gtl,6,8,1959,1998,Hip,CompShg,MetalSd,MetalSd,None,0,Gd,TA,CBlock,TA,TA,No,ALQ,708,Unf,0,280,988,GasA,TA,Y,SBrkr,988,0,0,988,1,0,2,0,3,1,Gd,6,Typ,0,non,Attchd,1959,Unf,1,297,TA,TA,156,0,0,0,0,0,non,non,non,0,6,2009,WD,178762.742169197
RL,8750,Pave,non,Reg,Lvl,Inside,Gtl,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Rec,435,BLQ,202,565,1202,GasA,TA,Y,SBrkr,1202,0,0,1202,0,1,1,0,3,1,TA,6,Typ,0,non,Attchd,1956,RFn,1,304,TA,TA,0,35,120,0,0,0,non,GdWo,non,0,11,2009,COD,183322.866146283
RL,8750,Pave,non,Reg,Lvl,Inside,Gtl,5,5,1955,1955,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,CBlock,TA,TA,No,Rec,172,LwQ,483,727,1382,GasA,Gd,Y,FuseA,1382,0,0,1382,0,1,1,0,3,1,Gd,6,Typ,0,non,Attchd,1955,Unf,1,350,TA,TA,280,0,0,0,0,0,non,GdWo,non,0,7,2009,WD,178903.295931891
RL,10400,Pave,non,Reg,Lvl,Corner,Gtl,4,5,1956,1956,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Rec,155,LwQ,750,295,1200,GasA,TA,Y,SBrkr,1200,0,0,1200,1,0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1956,Unf,1,294,TA,TA,0,189,140,0,0,0,non,non,non,0,11,2009,WD,186570.129421778
RL,9482,Pave,non,Reg,Lvl,Inside,Gtl,5,4,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,657,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1866,1866,GasA,Ex,Y,SBrkr,1866,0,0,1866,0,0,2,0,4,2,TA,8,Typ,0,non,Detchd,1958,Unf,2,495,TA,Fa,0,0,0,0,0,0,non,non,non,0,12,2009,WD,199144.242829024
RL,8128,Pave,non,IR1,Lvl,CulDSac,Gtl,6,7,1954,1954,Hip,CompShg,MetalSd,MetalSd,BrkFace,80,TA,TA,CBlock,TA,TA,No,ALQ,490,Unf,0,572,1062,GasA,Gd,Y,SBrkr,1062,0,0,1062,1,0,1,0,3,1,TA,6,Typ,0,non,Attchd,1954,Unf,1,297,TA,TA,0,0,0,0,0,0,non,non,non,0,2,2009,WD,172154.713310956
RL,13070,Pave,non,Reg,Lvl,Corner,Gtl,5,5,1951,1951,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,308,Unf,0,323,631,GasA,TA,Y,FuseA,1112,0,0,1112,0,0,1,0,2,1,TA,5,Typ,0,non,Basment,1951,Unf,2,480,TA,TA,0,0,0,0,255,0,non,non,non,0,10,2009,WD,177444.019201603
RL,8480,Pave,non,Reg,Lvl,Corner,Gtl,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,BLQ,700,Unf,0,93,793,GasA,TA,Y,SBrkr,793,0,0,793,1,0,1,0,2,1,Fa,4,Typ,0,non,Detchd,1945,Unf,1,240,TA,TA,0,0,0,0,0,0,non,non,non,0,8,2009,WD,166200.938073485
RL,7626,Pave,non,Reg,Lvl,Inside,Gtl,5,8,1952,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,TA,TA,No,GLQ,931,Unf,0,100,1031,GasA,Gd,Y,SBrkr,1031,0,0,1031,1,0,1,0,2,1,Gd,5,Typ,0,non,Attchd,1952,Unf,1,230,TA,TA,0,0,0,0,0,0,non,MnPrv,non,0,3,2009,WD,158995.770555632
RL,9533,Pave,non,Reg,Lvl,Inside,Gtl,5,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,140,TA,TA,Slab,non,non,non,non,0,non,0,0,0,GasA,TA,Y,FuseA,1210,0,0,1210,0,0,1,1,2,1,TA,7,Typ,0,non,Attchd,1953,Fin,1,616,TA,TA,208,0,100,0,0,0,non,MnPrv,non,0,8,2009,ConLD,168273.282454755
RL,11419,Pave,non,Reg,Lvl,Corner,Gtl,7,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,TA,Mn,ALQ,699,Unf,0,0,699,GasA,Ex,Y,FuseA,801,726,0,1527,1,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1948,Unf,2,410,TA,TA,0,0,134,0,0,0,non,GdWo,non,0,12,2009,WD,189680.453052788
RL,9600,Pave,non,Reg,Lvl,Inside,Gtl,5,6,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,390,Unf,0,810,1200,GasA,TA,Y,SBrkr,1200,0,0,1200,0,0,1,0,3,1,TA,6,Typ,0,non,Attchd,1950,Fin,1,246,TA,TA,126,0,0,0,0,0,non,GdWo,non,0,8,2009,WD,181681.021081956
RL,5470,Pave,non,Reg,Lvl,Inside,Gtl,3,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,792,792,GasA,Gd,Y,FuseA,792,0,0,792,0,0,1,0,2,1,TA,4,Typ,0,non,Attchd,1958,Unf,1,366,Fa,TA,0,90,0,0,0,0,non,non,non,0,8,2009,WD,160277.142643643
RL,10800,Pave,non,Reg,Lvl,Inside,Gtl,5,7,1939,2006,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,676,676,GasA,Ex,Y,SBrkr,676,676,0,1352,0,1,2,0,4,1,Gd,7,Typ,0,non,Detchd,1939,Unf,2,720,TA,TA,187,0,128,0,0,0,non,non,non,0,8,2009,WD,197318.54715833
RL,8146,Pave,non,Reg,Lvl,Corner,Gtl,4,8,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,Gd,BrkTil,Fa,TA,No,Unf,0,Unf,0,405,405,GasA,Gd,Y,SBrkr,717,322,0,1039,0,0,1,0,2,1,TA,6,Typ,0,non,Detchd,1940,Unf,1,281,TA,TA,0,0,168,0,111,0,non,non,non,0,5,2009,WD,162228.935604196
RL,10230,Pave,Grvl,Reg,Lvl,Inside,Gtl,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1054,1054,GasA,Ex,Y,SBrkr,1078,0,0,1078,0,0,1,0,3,1,Ex,6,Typ,0,non,Detchd,1987,Unf,1,264,TA,TA,0,0,0,0,112,0,non,GdWo,non,0,12,2009,WD,187340.455456083
RL,10410,Pave,Grvl,Reg,Lvl,Inside,Gtl,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1313,1313,GasA,TA,Y,SBrkr,1313,0,1064,2377,0,0,2,0,3,1,Gd,8,Min2,1,TA,Detchd,1954,Unf,2,528,TA,TA,0,0,432,0,0,0,non,non,non,0,6,2009,WD,181065.347037275
RL,7200,Pave,non,Reg,Lvl,Corner,Gtl,7,9,1910,2008,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,PConc,TA,TA,No,Unf,0,Unf,0,560,560,GasA,Ex,Y,SBrkr,930,760,0,1690,0,0,2,0,4,1,Gd,5,Typ,0,non,Detchd,2008,Unf,2,624,TA,TA,0,0,112,0,0,0,non,non,non,0,8,2009,WD,190233.609102705
RL,5400,Pave,non,Reg,Lvl,Inside,Gtl,2,5,1940,1950,Gable,CompShg,Stucco,Stucco,None,0,Fa,TA,PConc,Fa,TA,No,Unf,0,Unf,0,416,416,GasA,Gd,N,FuseA,599,0,0,599,1,0,1,0,2,1,Gd,4,Typ,0,non,non,non,non,0,0,non,non,0,81,0,0,0,0,non,non,non,0,6,2009,WD,157929.594852031
RL,10800,Pave,Grvl,Reg,Lvl,Inside,Gtl,5,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,720,720,GasA,TA,N,SBrkr,846,0,0,846,0,0,1,0,2,1,Gd,4,Typ,0,non,Detchd,1980,Fin,2,576,TA,TA,0,0,0,0,0,0,non,non,non,0,6,2009,WD,168557.001935469
RL,10800,Pave,Grvl,Reg,Lvl,Corner,Gtl,3,5,1890,1998,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,630,630,GasA,TA,Y,FuseA,725,0,0,725,0,0,1,1,1,1,TA,4,Typ,0,non,Detchd,1959,Unf,1,320,TA,TA,0,30,0,0,0,0,non,non,non,0,11,2009,WD,160805.584645628
RL,9671,Pave,non,Reg,Lvl,Corner,Gtl,6,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,Stone,480,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1248,1248,GasA,TA,Y,SBrkr,1248,1296,0,2544,0,0,2,2,6,2,TA,12,Typ,0,non,Attchd,1969,RFn,3,907,TA,TA,0,0,0,0,0,0,non,non,non,0,8,2009,WD,221648.391978216
RL,10143,Pave,non,Reg,Lvl,Inside,Gtl,6,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,295,TA,TA,CBlock,TA,TA,No,Rec,384,Unf,0,996,1380,GasA,Fa,Y,SBrkr,1380,0,0,1380,0,0,1,1,3,1,TA,6,Typ,0,non,Attchd,1963,Unf,1,364,TA,TA,0,0,0,0,216,0,non,GdWo,non,0,6,2009,WD,180539.88079815
RL,11500,Pave,non,IR1,Lvl,Inside,Gtl,6,4,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0,Fa,TA,CBlock,TA,Fa,No,BLQ,872,Rec,60,108,1040,GasA,Gd,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,TA,6,Min1,1,Po,Attchd,1967,RFn,2,480,TA,TA,0,0,156,0,0,0,non,MnPrv,non,0,5,2009,WD,182105.616283853
RL,8010,Pave,non,Reg,Lvl,Inside,Gtl,6,9,1958,2007,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,Gd,CBlock,TA,TA,Mn,GLQ,745,Unf,0,206,951,GasA,Gd,Y,SBrkr,951,0,0,951,1,0,1,0,2,1,Gd,6,Typ,0,non,Detchd,1985,Unf,2,480,TA,TA,0,0,42,0,0,0,non,non,Shed,450,9,2009,WD,166380.852603154
RL,10454,Pave,non,IR1,Lvl,Corner,Gtl,6,6,1957,1957,Hip,CompShg,Plywood,Plywood,Stone,143,TA,TA,CBlock,TA,TA,No,Rec,546,Unf,0,559,1105,GasA,Gd,Y,FuseA,1105,0,0,1105,0,0,1,0,3,1,TA,5,Typ,0,non,Detchd,1957,Unf,1,308,TA,TA,0,0,0,0,0,0,non,non,non,0,4,2009,WD,178942.155617426
RL,9000,Pave,non,IR1,HLS,Inside,Mod,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82,TA,TA,CBlock,Gd,TA,Gd,Unf,0,Unf,0,160,160,GasA,Fa,Y,SBrkr,1142,0,0,1142,0,0,1,0,2,1,TA,5,Typ,1,Gd,Basment,1958,RFn,1,384,TA,TA,0,28,64,0,0,0,non,non,non,0,4,2009,WD,162804.747800461
RL,8064,Pave,non,Reg,Lvl,Inside,Gtl,6,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Av,Rec,621,Unf,0,174,795,GasA,Gd,N,SBrkr,765,368,0,1133,0,0,1,0,3,1,TA,5,Typ,0,non,Detchd,1989,Unf,2,900,TA,TA,0,0,0,0,231,0,non,non,non,0,12,2009,COD,183077.684392615
RL,7350,Pave,non,Reg,Lvl,Inside,Gtl,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1041,1041,GasA,Gd,Y,SBrkr,1041,0,0,1041,0,0,1,0,3,1,TA,6,Typ,0,non,Attchd,1958,RFn,1,294,TA,TA,0,0,0,0,0,0,non,GdWo,non,0,3,2009,WD,171728.4720292
RL,7200,Pave,non,Reg,Lvl,Corner,Gtl,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,Gd,No,ALQ,630,BLQ,102,0,732,GasA,TA,Y,SBrkr,732,0,0,732,1,0,1,0,2,1,TA,4,Typ,0,non,Detchd,1952,Unf,1,240,TA,TA,0,68,0,0,0,0,non,non,non,0,9,2009,WD,164786.741540638
RL,8000,Pave,non,Reg,Lvl,Inside,Gtl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,433,Rec,95,0,528,GasA,TA,Y,SBrkr,1183,0,0,1183,1,0,1,0,3,1,TA,6,Typ,0,non,Attchd,1959,RFn,1,288,TA,TA,0,0,0,0,0,0,non,GdWo,non,0,7,2009,WD,177427.267170302
RL,10800,Pave,non,Reg,Lvl,Inside,Gtl,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,832,832,GasA,TA,Y,FuseF,832,629,0,1461,0,0,2,0,4,1,TA,6,Typ,0,non,Detchd,1949,Unf,1,384,TA,TA,0,204,0,0,0,0,non,non,non,0,8,2009,WD,197318.54715833
RL,8064,Pave,non,Reg,Lvl,Corner,Gtl,6,7,1948,1994,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,LwQ,120,Unf,0,744,864,GasA,TA,Y,SBrkr,1064,0,431,1495,0,0,1,0,3,1,TA,6,Typ,0,non,Detchd,1994,Unf,2,576,TA,TA,180,36,0,0,0,0,non,non,non,0,8,2009,COD,178658.114178223
RL,7570,Pave,non,Reg,Lvl,Corner,Gtl,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,420,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,780,780,GasA,TA,Y,SBrkr,993,813,0,1806,0,0,1,1,4,1,TA,8,Typ,0,non,Attchd,1964,Unf,2,483,TA,TA,0,55,0,0,0,0,non,non,non,0,3,2009,WD,185437.320523764
RL,8604,Pave,non,IR1,Lvl,Inside,Gtl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,124,TA,Gd,CBlock,Gd,TA,Av,GLQ,941,Unf,0,0,941,GasA,Gd,Y,SBrkr,941,0,0,941,1,0,1,0,2,1,Gd,4,Typ,0,non,Attchd,1978,Unf,2,564,TA,TA,0,40,0,0,0,0,non,non,non,0,11,2009,WD,169759.652489529
RL,7936,Pave,non,Reg,Lvl,Inside,Gtl,6,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,826,Unf,0,219,1045,GasA,TA,Y,SBrkr,1045,0,0,1045,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1963,RFn,1,264,TA,TA,0,0,0,0,0,0,non,non,non,0,4,2009,WD,173986.635055186
RM,4080,Pave,Grvl,Reg,Lvl,Inside,Gtl,6,8,1935,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Gd,Y,SBrkr,861,517,0,1378,0,0,1,0,3,1,Gd,6,Typ,0,non,Detchd,1920,Unf,1,162,Fa,Fa,54,0,40,0,0,0,non,non,non,0,6,2009,WD,168607.664289468
RM,10307,Pave,Grvl,Reg,Lvl,Inside,Gtl,6,5,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Mn,LwQ,633,Unf,0,339,972,GasA,Gd,N,FuseA,972,972,0,1944,1,0,2,0,4,2,TA,12,Typ,0,non,Detchd,1920,Unf,2,324,Fa,TA,0,28,169,0,0,0,non,non,non,0,6,2009,WD,194138.519145183
RM,15660,Pave,non,Reg,Lvl,Inside,Gtl,5,8,1910,2003,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,240,240,GasA,TA,Y,SBrkr,810,496,0,1306,0,0,1,1,3,1,Gd,6,Typ,0,non,Detchd,1959,Unf,2,472,Fa,TA,0,0,0,0,0,0,non,MnPrv,non,0,7,2009,WD,192502.440921994
RM,9900,Pave,non,Reg,Lvl,Corner,Gtl,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,504,504,GasA,Ex,Y,SBrkr,764,700,0,1464,0,0,2,0,3,1,TA,7,Typ,0,non,non,non,non,0,0,non,non,0,0,176,0,0,0,non,non,non,0,3,2009,WD,176746.969818601
RM,6406,Pave,Grvl,Reg,Lvl,Inside,Gtl,5,6,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,421,Unf,0,269,690,GasA,TA,Y,FuseA,868,690,0,1558,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1939,Unf,2,400,TA,TA,0,36,0,0,182,0,non,MnPrv,non,0,10,2009,WD,177604.891703134
RM,7627,Pave,non,Reg,Lvl,Corner,Gtl,4,6,1920,1950,Gable,CompShg,AsbShng,AsbShng,None,0,Fa,TA,BrkTil,Fa,Po,No,Unf,0,Unf,0,600,600,GasA,Gd,N,SBrkr,1101,600,0,1701,0,0,2,0,4,2,Fa,8,Typ,0,non,non,non,non,0,0,non,non,0,0,148,0,0,0,non,non,non,0,10,2009,WD,193283.746584832
RM,10134,Pave,Grvl,Reg,Lvl,Inside,Gtl,5,5,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,801,801,GasA,Gd,N,SBrkr,801,646,0,1447,0,0,1,0,3,1,TA,6,Typ,0,non,non,non,non,0,0,non,non,80,0,244,0,0,0,non,non,non,0,7,2009,WD,181627.061006609
RM,6000,Pave,non,Reg,Lvl,Inside,Gtl,5,7,1950,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Ex,CBlock,TA,TA,No,BLQ,384,Unf,0,384,768,GasA,TA,Y,FuseA,768,560,0,1328,0,0,1,1,3,1,TA,6,Typ,0,non,Detchd,1950,Unf,1,308,TA,TA,0,12,0,0,0,0,non,MnPrv,non,0,3,2009,WD,169071.62025834
RM,7404,Pave,non,Reg,Lvl,Corner,Gtl,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,861,861,GasA,TA,Y,SBrkr,861,0,0,861,0,0,1,0,2,1,TA,5,Typ,0,non,Detchd,1920,Unf,2,288,TA,TA,0,0,128,0,0,0,non,non,non,0,11,2009,Oth,167398.006470987
RM,5925,Pave,non,Reg,Lvl,Corner,Gtl,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,non,non,non,non,0,non,0,0,0,GasA,Fa,N,FuseA,612,0,0,612,0,0,1,0,1,1,TA,4,Typ,0,non,Detchd,1965,Unf,1,308,TA,Fa,0,0,25,0,0,0,non,non,non,0,10,2009,WD,150106.505141704
RM,8520,Pave,non,Reg,Lvl,Inside,Gtl,5,8,1923,1950,Gable,CompShg,Stucco,Stucco,None,0,Gd,TA,PConc,Fa,TA,No,Unf,0,Unf,0,624,624,GasA,TA,Y,SBrkr,792,0,0,792,0,0,1,0,2,1,TA,5,Typ,0,non,Detchd,1963,Unf,1,287,TA,TA,0,0,81,0,0,0,non,GdWo,non,0,2,2009,WD,159650.304285848
RM,9600,Pave,non,Reg,Lvl,Inside,Gtl,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,BrkTil,Fa,TA,No,Unf,0,Unf,0,677,677,GasA,TA,Y,SBrkr,833,677,0,1510,0,0,2,0,3,1,Gd,7,Typ,0,non,Detchd,1974,Unf,2,720,TA,TA,0,0,160,0,0,0,non,non,non,0,6,2009,WD,179471.23597476
RM,8400,Pave,non,Reg,Lvl,Corner,Gtl,6,7,1900,1950,Gable,CompShg,Stucco,BrkFace,None,0,TA,TA,BrkTil,Fa,Gd,Mn,Unf,0,Unf,0,917,917,GasA,Gd,Y,FuseA,1090,917,0,2007,0,0,2,0,3,1,Ex,8,Typ,0,non,Detchd,1930,Unf,1,357,TA,TA,0,235,0,0,0,0,non,non,non,0,6,2009,WD,177109.589956218
RM,3600,Pave,Grvl,Reg,Lvl,Inside,Gtl,6,7,1917,2007,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,GasA,Ex,Y,SBrkr,664,624,0,1288,1,0,1,0,3,1,Ex,5,Typ,1,Gd,Attchd,1917,Unf,1,280,TA,TA,0,103,0,0,0,0,non,non,non,0,5,2009,WD,166558.113328453
C (all),3300,Pave,non,Reg,Lvl,Inside,Gtl,4,3,1910,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,GasA,Ex,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,TA,5,Typ,1,Gd,non,non,non,0,0,non,non,0,33,0,0,0,0,non,non,non,0,6,2009,WD,153796.714319583
RM,5400,Pave,non,Reg,Lvl,Inside,Gtl,6,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Fa,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,972,972,GasA,Ex,Y,SBrkr,1044,0,436,1480,0,0,1,0,3,1,TA,6,Typ,0,non,Detchd,1920,Unf,1,207,Fa,TA,0,0,176,0,0,0,non,non,non,0,9,2009,ConLI,174520.152570658
RM,9720,Pave,Grvl,Reg,Lvl,Inside,Gtl,6,7,1910,2002,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,741,741,GasA,Ex,Y,SBrkr,780,741,0,1521,0,0,1,0,4,1,Gd,8,Typ,0,non,Detchd,1950,Unf,3,640,TA,TA,0,0,238,0,0,0,non,MnPrv,non,0,9,2009,WD,196297.95829524
C (all),9392,Pave,non,Reg,Lvl,Corner,Gtl,3,3,1900,1950,Mansard,CompShg,AsbShng,AsbShng,None,0,TA,Fa,CBlock,Fa,TA,No,Unf,0,Unf,0,245,245,GasA,TA,N,SBrkr,797,0,0,797,0,0,1,0,2,1,TA,5,Typ,0,non,non,non,non,0,0,non,non,0,36,94,0,0,0,non,non,non,0,9,2009,WD,169100.681601175
RL,6615,Pave,non,Reg,Lvl,Inside,Gtl,6,6,1923,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1022,1022,GasA,TA,N,FuseA,1432,0,0,1432,0,0,1,0,3,1,Gd,6,Typ,1,Gd,BuiltIn,1923,Unf,1,216,Fa,TA,266,61,0,0,0,0,non,GdWo,non,0,9,2009,WD,176911.319164431
RL,4960,Pave,non,Reg,Lvl,Inside,Gtl,5,7,1930,1982,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,297,297,GasA,Ex,Y,SBrkr,1001,653,0,1654,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1955,Unf,1,336,TA,TA,244,60,0,0,0,0,non,non,non,0,5,2009,WD,169234.6454828
RM,6000,Pave,non,Reg,Lvl,Corner,Gtl,5,5,1924,1950,Gable,CompShg,Stucco,Stucco,BrkFace,444,TA,TA,BrkTil,TA,TA,No,Rec,220,Unf,0,248,468,GasA,Gd,Y,SBrkr,822,320,0,1142,0,0,1,0,3,1,TA,6,Typ,0,non,Attchd,1924,Fin,1,320,TA,TA,0,0,98,0,0,0,non,non,non,0,6,2009,WD,172386.297919134
